elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],Sheila,left_only
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],fixing tv,left_only
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],watching pbs,left_only
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],activity,right_only
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222,"Information Items:
memory_name: person, entity: name, value: Sheila.
memory_name: activity, entity: name, value: fixing tv.
memory_name: activity, entity: goal, value: watching pbs.","          value
0        Sheila
1     fixing tv
2  watching pbs","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0        Sheila   left_only
1     fixing tv   left_only
2  watching pbs   left_only
3      activity  right_only
4   watching tv  right_only",[],watching tv,right_only
I asked if you wanted to listen to some music. Would you like to?,i'm watching tv right now,09ac853e-e1b6-453f-9ce1-f70ad1862e47,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9888318777084352,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
I asked if you wanted to listen to some music. Would you like to?,i'm watching tv right now,09ac853e-e1b6-453f-9ce1-f70ad1862e47,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9888318777084352,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
I didn't get around to fully introducing myself. Do you have time now?,no i'm going to church,09c239b0-05a5-4234-bdd5-688e4270edb4,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.993582010269165,"Information Items:
memory_name: activity, entity: type, value: social event.
memory_name: activity, entity: name, value: church.","          value
0  social event
1        church","    value
0  church","    value _merge
0  church   both","          value     _merge
0  social event  left_only
1        church       both",['church'],social event,left_only
I didn't get around to fully introducing myself. Do you have time now?,no i'm going to church,09c239b0-05a5-4234-bdd5-688e4270edb4,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.993582010269165,"Information Items:
memory_name: activity, entity: type, value: social event.
memory_name: activity, entity: name, value: church.","          value
0  social event
1        church","    value
0  church","    value _merge
0  church   both","          value     _merge
0  social event  left_only
1        church       both",['church'],church,both
How about some time together?,no i'm watching tv right now,09d115e0-8cc0-4172-aa63-7e4c5cca7136,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9937469959259032,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
How about some time together?,no i'm watching tv right now,09d115e0-8cc0-4172-aa63-7e4c5cca7136,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9937469959259032,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
Do you have any important plans for tomorrow?,no going to the dentist,09d71900-aca1-4dac-8d28-05d99354199d,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9909518957138062,"Information Items:
memory_name: place, entity: name, value: dentist.","     value
0  dentist","      value
0  activity
1   dentist","     value _merge
0  dentist   both","      value      _merge
0   dentist        both
1  activity  right_only",['dentist'],dentist,both
Do you have any important plans for tomorrow?,no going to the dentist,09d71900-aca1-4dac-8d28-05d99354199d,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9909518957138062,"Information Items:
memory_name: place, entity: name, value: dentist.","     value
0  dentist","      value
0  activity
1   dentist","     value _merge
0  dentist   both","      value      _merge
0   dentist        both
1  activity  right_only",['dentist'],activity,right_only
How can I help you?,my name is josiah what my favorite color is green what's your name,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",['green'],1,Match,0.858148455619812,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],Josiah,left_only
How can I help you?,my name is josiah what my favorite color is green what's your name,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",['green'],1,Match,0.858148455619812,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],green,both
How can I help you?,my name is josiah what my favorite color is green what's your name,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",['green'],1,Match,0.858148455619812,"Information Items:
memory_name: personal_information, entity: name, value: Josiah.
memory_name: personal_information, entity: favorite_color, value: green.","    value
0  Josiah
1   green","   value
0  color
1  green","   value _merge
0  green   both","    value      _merge
0  Josiah   left_only
1   green        both
2   color  right_only",['green'],color,right_only
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9859331250190736,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],physical activity,left_only
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9859331250190736,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],walk,left_only
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9859331250190736,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],activity,right_only
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9859331250190736,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],walking,right_only
"Wonderful, what’s on the agenda today?",going to lunch with my friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9614580273628236,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",meal,both
"Wonderful, what’s on the agenda today?",going to lunch with my friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9614580273628236,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",lunch,both
"Wonderful, what’s on the agenda today?",going to lunch with my friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9614580273628236,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",lunch,both
"Wonderful, what’s on the agenda today?",going to lunch with my friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9614580273628236,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",friends,left_only
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7853748798370361,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],physical activity,left_only
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7853748798370361,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],walk,left_only
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7853748798370361,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],activity,right_only
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7853748798370361,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],walking,right_only
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7567797303199768,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],kid,left_only
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7567797303199768,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],activity,left_only
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7567797303199768,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],going to the store,left_only
How can I help you?,i'm taking little 14 walk now to buy,0a45c925-807a-4731-b077-9c9c6a444261,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.5811544060707092,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.
memory_name: activity, entity: duration, value: 14 minutes.
memory_name: activity, entity: purpose, value: buying.","               value
0  physical activity
1            walking
2         14 minutes
3             buying","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2         14 minutes   left_only
3             buying   left_only
4           activity  right_only",['walking'],physical activity,left_only
How can I help you?,i'm taking little 14 walk now to buy,0a45c925-807a-4731-b077-9c9c6a444261,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.5811544060707092,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.
memory_name: activity, entity: duration, value: 14 minutes.
memory_name: activity, entity: purpose, value: buying.","               value
0  physical activity
1            walking
2         14 minutes
3             buying","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2         14 minutes   left_only
3             buying   left_only
4           activity  right_only",['walking'],walking,both
How can I help you?,i'm taking little 14 walk now to buy,0a45c925-807a-4731-b077-9c9c6a444261,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.5811544060707092,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.
memory_name: activity, entity: duration, value: 14 minutes.
memory_name: activity, entity: purpose, value: buying.","               value
0  physical activity
1            walking
2         14 minutes
3             buying","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2         14 minutes   left_only
3             buying   left_only
4           activity  right_only",['walking'],14 minutes,left_only
